PID,Lot Frontage,Lot Area,Year Built,Year Remod/Add,Total Bsmt SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Fireplaces,Garage Cars,Wood Deck SF,SalePrice,SalePrice_Present,TotalPorch,Overall Qual,Overall Cond,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Fireplace Qu,Garage Finish,Garage Qual,MS SubClass,MS Zoning,Lot Shape,Lot Config,Neighborhood,Condition 1,Roof Style,Exterior 1st,Foundation,Central Air,Garage Type,Sale Type,Sale Condition,Alley_simplificado,Land_Contour_simplificado,Land_Slope_simplificado,Roof_Matl_simplificado,Electrical_simplificado,FunctioNo aplical_simplificado,Paved_Drive_simplificado,PoolQC_simplificado,Fence_simplificado,Misc_Feature_simplificado
535151130,70.0,7728,1962,1962,1106.0,0,1190,1.0,0.0,1,0,3,1,0,2.0,0,132500,210361.28558529055,18,5,6,3,3,3,3,5,1,3,3,0,1,3,90,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535152070,70.0,8163,1959,1959,1144.0,0,1144,1.0,0.0,1,0,3,1,1,1.0,86,143000,227031.42519770985,0,5,6,4,3,3,3,5,4,3,3,3,2,3,80,RL,Reg,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535152280,70.0,8400,1957,1957,1179.0,0,1364,0.0,0.0,1,1,3,1,1,1.0,0,132000,209567.46941327065,60,5,5,3,2,3,2,4,1,4,3,4,2,3,20,RL,Reg,Corner,No aplicames,Feedr,Gable,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535176050,80.0,11600,1960,1960,1383.0,0,1383,0.0,0.0,1,1,3,1,0,1.0,0,145250,230603.59797179967,45,6,5,3,3,3,1,3,1,3,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535177100,73.0,9610,1958,1958,1121.0,0,1336,0.0,0.0,1,1,3,1,1,2.0,80,162000,257196.4397344685,0,6,6,3,3,3,1,3,1,5,3,3,2,3,20,RL,IR1,Corner,No aplicames,Feedr,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535178100,125.0,10000,1956,1956,1058.0,0,1370,1.0,0.0,1,0,3,1,1,1.0,191,148000,234969.58691790947,120,5,6,3,3,3,3,4,3,5,3,3,2,3,80,RL,Reg,Corner,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Basment,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535179050,69.0,14850,1957,1957,1092.0,0,1092,1.0,0.0,1,0,2,1,1,1.0,268,141000,223856.16050963,122,5,5,3,3,3,1,3,1,3,3,3,3,3,20,RL,IR1,Inside,No aplicames,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,1,0
535180020,72.0,10152,1956,1994,1124.0,0,1124,1.0,0.0,1,0,3,1,1,1.0,0,153000,242907.74863810916,533,6,6,3,3,3,3,4,1,5,3,3,3,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535180070,72.0,10011,1957,1996,1070.0,0,1236,0.0,1.0,1,0,2,1,1,1.0,0,134450,213457.16865616845,0,5,6,3,3,3,1,4,1,3,4,2,1,3,20,RL,IR1,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,0,1,0,1,0
535301010,73.0,7032,1979,1979,943.0,0,943,1.0,0.0,1,0,2,1,2,2.0,42,135960,215854.49349566875,0,5,5,3,4,3,4,6,1,3,3,3,1,3,90,RL,IR1,Corner,No aplicames,Norm,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535301150,70.0,8092,1954,2000,1050.0,0,1050,1.0,0.0,1,0,3,1,0,1.0,0,156000,247670.6456702289,0,6,8,4,3,3,1,5,1,5,4,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
535303050,75.0,11310,1954,1954,1367.0,0,1375,0.0,0.0,1,0,2,1,1,2.0,0,140000,222268.52816559005,30,6,5,3,3,3,1,1,1,5,3,3,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535304020,66.0,12778,1952,2003,1008.0,0,1008,1.0,0.0,1,0,2,1,0,1.0,0,139500,221474.7119935701,154,5,6,3,3,3,1,6,1,5,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,MetalSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,1,0
535305120,75.0,10170,1951,1951,216.0,0,1575,0.0,0.0,1,1,2,1,1,2.0,0,155000,246083.013326189,0,6,6,3,3,3,1,1,1,3,4,4,1,3,20,RL,Reg,Corner,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535325130,55.0,7700,1956,1956,301.0,0,1145,0.0,0.0,1,0,3,1,0,2.0,0,127000,201629.30769307096,0,5,7,3,4,3,1,4,1,5,3,0,1,3,80,RL,Reg,Inside,No aplicames,Norm,Gable,VinylSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,0,1,0,1,0
535325340,65.0,11050,1956,1956,1005.0,0,1005,0.0,0.0,1,0,2,1,1,1.0,0,133500,211948.9179293305,288,5,5,3,3,3,1,2,1,5,3,3,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535325350,80.0,13600,1955,1955,1056.0,0,1056,1.0,0.0,1,1,3,1,0,1.0,0,125000,198454.0430049911,0,5,6,3,3,3,1,3,4,4,3,0,3,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,0,1,1,1,1,1,0,1,1
535325450,85.0,15428,1951,1991,884.0,0,884,1.0,0.0,1,0,2,1,0,1.0,0,142000,225443.7928536699,195,5,6,3,3,3,1,3,1,5,3,0,3,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,MetalSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535325460,118.0,21299,1941,1963,929.0,0,2039,1.0,0.0,1,1,3,1,3,3.0,0,167000,265134.6014546681,90,7,5,3,3,3,1,1,1,5,3,4,1,3,30,RL,Reg,Inside,No aplicames,Norm,Hip,BrkFace,CBlock,Y,2Types,COD,Abnorml,0,1,1,0,1,0,1,0,0,0
535327210,70.0,13300,1956,2001,1015.0,0,1384,1.0,0.0,1,0,2,1,0,2.0,75,159000,252433.5427023487,323,5,5,3,3,3,1,3,1,4,3,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,0,1,0,0,1
535353180,94.0,22136,1925,1975,2171.0,0,2640,2.0,0.0,2,1,5,1,1,3.0,631,180000,285773.8219271872,196,5,5,2,3,3,2,6,1,3,3,4,2,3,190,RL,Reg,Inside,OldTown,Artery,Gable,MetalSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,0,0,0,0,0
535354130,50.0,7500,1947,1950,784.0,0,1312,0.0,0.0,1,1,3,1,0,2.0,0,127000,201629.30769307096,28,6,6,3,3,3,1,1,1,5,3,0,1,3,50,RL,Reg,Inside,No aplicames,Norm,Gable,VinylSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535355100,50.0,7000,1924,1950,617.0,0,1310,0.0,0.0,2,0,2,1,0,1.0,0,112000,177814.82253247203,126,6,6,4,2,3,1,2,1,4,3,0,1,3,50,RL,Reg,Corner,OldTown,Artery,Gable,MetalSd,BrkTil,Y,Attchd,COD,Normal,0,1,1,1,1,0,1,0,0,0
535375040,60.0,10410,1930,2001,713.0,0,713,0.0,0.0,1,0,2,1,0,1.0,0,99800,158445.7079351849,236,3,8,4,3,3,1,1,1,5,4,0,1,2,30,RL,Reg,Inside,OldTown,Norm,Gable,VinylSd,PConc,Y,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
535376090,90.0,5400,1954,2000,833.0,0,833,0.0,0.0,1,0,2,1,0,1.0,0,117000,185752.98425267168,0,5,7,4,3,3,1,3,1,5,4,0,1,3,20,RL,Reg,Inside,OldTown,Norm,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535376100,60.0,5400,1921,1968,1073.0,0,1073,0.0,0.0,1,0,2,1,0,1.0,0,108480,172226.3566814515,112,5,6,3,3,3,1,1,1,5,3,0,1,3,30,RL,Reg,Corner,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Abnorml,0,1,0,1,1,1,1,0,0,0
535377070,60.0,10914,1929,1950,715.0,0,715,0.0,0.0,1,0,2,1,0,2.0,0,68000,107958.99939471517,187,3,3,2,3,3,2,1,1,2,3,0,1,2,30,RL,Reg,Inside,No aplicames,Artery,Hip,Wd Sdng,CBlock,N,Detchd,WD ,Normal,1,1,1,1,0,1,0,0,0,0
535377100,60.0,7008,1900,1998,448.0,0,720,0.0,0.0,1,0,1,1,0,1.0,0,86900,137965.25069706983,70,4,8,4,2,2,1,1,1,5,2,0,1,2,50,RL,Reg,Corner,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535379100,60.0,10800,1920,1950,1120.0,0,1130,1.0,0.0,1,0,2,1,1,2.0,229,120000,190515.88128479148,0,5,6,3,3,3,1,3,1,5,3,4,1,3,30,RL,Reg,Inside,OldTown,Norm,Hip,Stucco,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,0,0
535380010,60.0,7200,1915,1950,663.0,0,1595,0.0,0.0,2,0,3,1,1,2.0,49,155500,246876.8294982089,231,6,8,5,3,3,1,3,1,5,3,4,1,3,70,RL,Reg,Inside,OldTown,Norm,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,0,0
535380130,60.0,10818,1910,1950,1077.0,0,1760,0.0,0.0,1,1,4,1,1,2.0,120,80000,127010.58752319432,96,4,4,3,2,3,1,1,1,3,3,3,1,2,50,RL,Reg,Inside,OldTown,Norm,Gable,VinylSd,BrkTil,Y,Detchd,COD,Abnorml,1,1,1,1,0,1,1,0,0,0
535381060,60.0,10410,1915,1950,672.0,0,1214,0.0,0.0,1,0,3,1,0,3.0,216,105000,166701.39612419254,160,3,4,3,3,3,1,1,1,3,3,0,1,3,50,RL,Reg,Corner,OldTown,Artery,Gable,Wd Sdng,PConc,Y,Detchd,WD ,Family,1,1,1,1,1,1,1,0,1,0
535382020,60.0,10800,1900,1970,954.0,0,2414,0.0,0.0,2,0,3,2,1,2.0,142,160000,254021.17504638864,0,5,4,2,3,2,1,4,1,3,3,4,1,3,190,RL,Reg,Corner,OldTown,Norm,Gable,Wd Sdng,CBlock,N,Attchd,ConLD,Normal,0,1,1,1,0,0,0,0,0,0
535382130,60.0,10800,1936,1989,796.0,0,1466,0.0,1.0,2,0,3,1,1,2.0,436,170000,269897.4984867879,21,5,8,3,2,3,1,5,1,4,4,3,1,3,50,RL,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,1,1,1,1,1,0,1,0,0,1
535401140,84.0,8658,1965,1965,1088.0,0,1324,0.0,0.0,2,0,3,1,1,2.0,0,160000,254021.17504638864,138,6,5,3,3,3,1,3,1,5,3,3,2,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,1,0
535402070,85.0,13400,1966,1966,1024.0,0,1086,1.0,0.0,1,0,3,1,1,2.0,0,159950,253941.79342918663,0,5,5,3,3,3,3,5,4,3,3,4,2,3,80,RL,Reg,Inside,No aplicames,Norm,Gable,VinylSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535402100,83.0,10184,1963,1963,1083.0,0,1146,0.0,1.0,1,0,3,1,1,1.0,345,165000,261959.33676658827,75,6,5,3,3,3,3,5,1,3,3,4,1,3,80,RL,Reg,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535402220,77.0,9786,1962,1981,912.0,0,1734,0.0,0.0,1,1,3,1,1,2.0,0,159000,252433.5427023487,128,6,7,3,3,3,1,3,1,3,4,4,2,3,50,RL,IR1,Inside,No aplicames,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,0,1,1,1,1,1,0,1,0
535402230,77.0,9510,1962,1985,1135.0,0,1207,0.0,0.0,1,1,3,1,0,1.0,0,147000,233381.9545738696,240,6,5,3,3,3,1,5,1,5,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535403040,66.0,7800,1964,1964,912.0,0,912,0.0,0.0,1,0,2,1,0,1.0,0,115000,182577.71956459183,0,5,5,3,3,3,1,3,2,3,3,0,1,3,20,RL,IR1,Inside,No aplicames,Norm,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
535403150,79.0,8910,1959,1959,655.0,0,1194,0.0,1.0,1,0,3,1,1,2.0,0,159500,253227.35887436863,192,6,6,3,3,3,2,5,1,5,3,2,3,3,20,RL,Reg,Corner,No aplicames,Norm,Hip,BrkFace,CBlock,Y,BuiltIn,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535403200,60.0,7332,1959,1959,864.0,0,864,1.0,0.0,1,0,2,1,0,1.0,168,120000,190515.88128479148,0,6,6,3,3,3,1,4,1,5,4,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,WdShing,CBlock,Y,Attchd,WD ,Abnorml,0,1,1,1,1,1,1,0,0,0
535404080,73.0,7100,1957,1957,816.0,0,816,1.0,0.0,1,0,2,1,0,1.0,0,129900,206233.4414907868,0,5,7,3,3,3,1,6,1,3,3,0,1,3,20,RL,IR1,Corner,No aplicames,Norm,Gable,WdShing,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535425040,80.0,10800,1961,1992,1313.0,0,1773,1.0,0.0,2,0,3,1,2,2.0,355,183000,290536.718959307,242,6,6,3,3,3,1,3,1,3,3,3,2,3,20,RL,Reg,Inside,No aplicames,PosA,Gable,HdBoard,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,0,1,0,0,0
535425050,86.0,11650,1959,1959,0.0,0,1472,0.0,0.0,2,0,2,1,1,2.0,0,157500,250052.0941862888,295,7,5,3,0,0,0,0,0,4,4,4,1,3,20,RL,Reg,Corner,No aplicames,PosA,Hip,Plywood,Slab,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535425080,73.0,18275,1962,1998,1438.0,0,2448,1.0,0.0,3,0,3,1,2,2.0,520,277500,440567.9754710803,102,7,8,3,3,3,4,5,1,3,3,4,2,3,60,RL,IR1,Inside,No aplicames,Norm,Gable,Plywood,CBlock,Y,Attchd,WD ,Normal,0,0,1,1,1,1,1,0,0,0
535426195,47.0,16321,1957,1997,1484.0,0,1600,1.0,0.0,1,0,2,1,2,1.0,288,207500,329433.7113882853,258,5,6,3,3,3,4,4,1,3,3,4,2,3,20,RL,IR1,CulDSac,No aplicames,Norm,Gable,MetalSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535450100,60.0,12144,1950,1950,910.0,0,1521,0.0,0.0,1,1,3,1,0,1.0,199,147500,234175.77074588952,168,4,6,3,3,3,1,3,1,4,4,0,1,2,50,RL,Reg,Inside,No aplicames,Norm,Gable,BrkComm,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,0,1,0,0,0
535450180,60.0,10800,1949,1950,720.0,0,1192,0.0,0.0,1,1,4,1,0,0.0,0,135000,214330.3664453904,0,4,4,3,3,3,1,1,1,3,3,0,0,0,50,RL,Reg,Inside,No aplicames,Norm,Gable,AsbShng,CBlock,N,No aplica,WD ,Abnorml,0,1,1,1,0,1,1,0,0,0
535451190,60.0,7200,1950,1950,0.0,0,1040,0.0,0.0,1,0,2,1,0,2.0,0,109500,173845.7416723722,0,5,7,3,0,0,0,0,0,3,3,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,Wd Sdng,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535451210,60.0,7200,1950,1950,0.0,0,1040,0.0,0.0,1,0,2,1,0,2.0,0,109900,174480.7946099882,29,4,5,3,0,0,0,0,0,3,3,0,1,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,BrkFace,Slab,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535453160,70.0,7560,1959,1959,1040.0,0,1040,0.0,0.0,1,0,3,1,0,1.0,140,133700,212266.4443981385,252,5,5,3,3,3,1,2,1,3,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,1,0
535454030,60.0,8544,1950,1950,0.0,0,1040,0.0,0.0,2,0,2,2,0,2.0,0,81400,129233.27280485022,0,3,4,3,0,0,0,0,0,2,3,0,1,3,90,RL,Reg,Corner,No aplicames,Norm,Gable,BrkFace,Slab,N,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535454050,73.0,8544,1949,1950,0.0,0,1040,0.0,0.0,2,0,2,2,0,2.0,0,87500,138917.8301034938,0,3,4,3,0,0,0,0,0,2,3,0,1,3,90,RL,Reg,Inside,No aplicames,Norm,Gable,Stucco,Slab,N,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535454060,60.0,8544,1950,1950,0.0,0,1040,0.0,0.0,2,0,2,2,0,2.0,0,93500,148443.62416773336,0,3,4,3,0,0,0,0,0,4,3,0,1,3,90,RL,Reg,Inside,No aplicames,Norm,Gable,Stucco,CBlock,N,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535456010,75.0,8512,1960,1960,1556.0,0,1556,0.0,0.0,2,0,4,2,0,0.0,0,119000,188928.24894075157,0,5,5,3,3,2,1,1,1,3,3,0,0,0,90,RL,Reg,Corner,No aplicames,Norm,Hip,BrkFace,CBlock,Y,No aplica,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535456020,70.0,7945,1959,1959,1150.0,0,1150,1.0,0.0,1,0,3,1,0,1.0,0,141000,223856.16050963,0,5,6,3,3,3,1,5,4,5,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Gable,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
535457070,70.0,7000,1961,1961,1150.0,0,1150,0.0,0.0,1,0,3,1,0,1.0,0,146000,231794.3222298296,162,5,4,3,3,3,1,6,1,3,3,0,2,3,20,RL,Reg,Inside,No aplicames,Norm,Hip,BrkFace,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535477060,69.0,7590,1966,1966,660.0,0,1348,0.0,0.0,1,1,3,1,1,2.0,188,155000,246083.013326189,108,6,5,3,3,3,1,4,1,3,3,2,2,3,60,RL,Reg,Inside,No aplicames,PosN,Gable,VinylSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535478010,69.0,10205,1962,1962,925.0,0,999,1.0,0.0,1,0,3,1,0,1.0,150,134500,213536.55027337043,72,5,5,3,3,3,3,4,1,3,3,0,1,3,85,RL,IR1,Inside,No aplicames,Norm,Gable,MetalSd,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535478070,74.0,7400,1962,1962,1045.0,0,1045,1.0,0.0,1,0,3,1,0,2.0,0,120000,190515.88128479148,0,7,6,3,3,3,1,2,1,4,3,0,1,3,20,RL,Reg,Corner,No aplicames,Artery,Gable,Wd Sdng,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,0,0
535478090,70.0,7000,1962,1962,864.0,0,864,0.0,1.0,1,0,3,1,0,1.0,0,105000,166701.39612419254,0,5,6,3,3,3,1,4,1,4,3,0,1,3,20,RL,Reg,Inside,No aplicames,Artery,Gable,Wd Sdng,CBlock,Y,Attchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
535478110,70.0,7000,1962,1962,1025.0,0,1025,1.0,0.0,1,0,3,1,0,0.0,96,124000,196866.4106609512,80,5,5,3,3,3,3,5,1,3,3,0,0,0,190,RL,Reg,Inside,No aplicames,Artery,Gable,MetalSd,CBlock,Y,No aplica,WD ,Normal,0,1,1,1,1,1,1,0,0,0
902100110,62.0,9856,1900,2005,716.0,0,2014,0.0,0.0,2,0,5,1,0,2.0,0,169000,268309.866142748,239,5,8,4,2,3,1,1,1,5,3,0,1,3,70,RM,Reg,Corner,OldTown,Norm,Hip,CemntBd,PConc,Y,Detchd,WD ,Normal,1,1,1,1,0,1,1,0,0,0
902100130,57.0,9906,1925,1950,686.0,0,1328,0.0,0.0,1,0,3,1,0,1.0,0,107000,169876.6608122724,232,4,4,3,3,3,1,1,1,2,3,0,1,3,70,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,CBlock,N,Detchd,WD ,Family,1,1,1,1,1,1,1,0,0,0
902101050,60.0,9600,1948,1950,1212.0,0,1668,1.0,0.0,1,0,3,1,0,1.0,0,135000,214330.3664453904,140,5,6,3,3,3,1,3,1,4,3,0,1,3,50,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,CBlock,Y,Detchd,WD ,Normal,1,1,1,1,0,1,1,0,0,0
902103090,60.0,5520,1920,1980,1147.0,0,1657,0.0,0.0,1,0,4,1,1,1.0,0,111500,177021.00636045207,0,4,6,3,3,2,1,2,1,3,2,3,1,2,50,RM,Reg,Corner,OldTown,Norm,Gable,Wd Sdng,PConc,N,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
902104020,60.0,9600,1900,2004,780.0,0,1416,0.0,1.0,1,0,3,1,0,2.0,0,156500,248464.4618422489,24,6,8,3,3,3,1,3,1,5,4,0,1,3,50,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,0,0
902106040,60.0,9600,1925,1990,728.0,0,1641,0.0,1.0,1,1,3,1,1,2.0,0,178000,282598.5572391073,234,7,7,3,3,4,1,2,1,5,5,4,1,2,70,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,0,0
902106090,58.0,6451,1900,1970,712.0,0,1428,1.0,0.0,1,0,4,1,0,2.0,264,139900,222109.76493118604,84,7,7,3,3,3,1,3,1,4,3,0,3,3,70,RM,Reg,Inside,OldTown,Norm,Gable,AsbShng,Stone,Y,Detchd,WD ,Normal,1,1,1,1,1,1,1,0,0,0
902108060,66.0,3960,1930,1950,502.0,0,1004,0.0,0.0,1,0,2,1,1,1.0,280,105000,166701.39612419254,68,7,8,3,3,3,1,1,1,3,4,1,1,2,70,RM,Reg,Inside,OldTown,Norm,Gable,Wd Sdng,BrkTil,N,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,1,0
902109010,70.0,5684,1930,2005,813.0,0,813,0.0,0.0,1,0,2,1,0,1.0,0,110000,174639.55784439217,113,6,8,3,3,3,1,1,1,5,4,0,1,2,30,RM,Reg,Inside,OldTown,Norm,Hip,Wd Sdng,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,0,1,0,0,0,0
902110120,56.0,7745,1900,1950,938.0,0,1951,0.0,0.0,2,0,4,2,0,2.0,0,111500,177021.00636045207,34,4,6,3,3,3,1,1,1,4,2,0,1,3,190,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,PConc,N,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902110130,56.0,7741,1924,1950,1032.0,0,1032,0.0,0.0,1,0,2,1,0,1.0,0,108000,171464.2931563123,112,6,5,3,3,2,1,4,3,4,3,0,1,3,30,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,N,Detchd,COD,Abnorml,1,1,1,1,0,1,1,0,1,0
902111010,50.0,5633,1925,1950,844.0,0,844,0.0,0.0,1,0,2,1,0,1.0,50,111500,177021.00636045207,204,5,7,3,3,2,1,1,1,3,3,0,1,3,30,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Normal,1,1,1,1,1,1,0,0,0,0
902125020,50.0,9000,1880,1991,636.0,0,1750,0.0,0.0,1,0,3,1,0,1.0,0,124000,196866.4106609512,293,5,6,3,2,2,1,1,1,3,5,0,1,2,70,RM,Reg,Corner,OldTown,Artery,Gable,VinylSd,BrkTil,Y,Detchd,WD ,Abnorml,1,1,1,1,0,1,0,0,1,0
902128020,60.0,7200,1950,1950,576.0,0,864,0.0,0.0,1,0,2,1,0,1.0,0,105000,166701.39612419254,115,4,5,3,3,3,1,1,1,5,3,0,2,3,20,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,CBlock,Y,Detchd,COD,Normal,1,1,1,1,1,1,1,0,0,0
902128100,40.0,4400,1920,1950,648.0,0,1118,0.0,0.0,1,0,2,1,0,2.0,0,116000,184165.35190863177,0,6,8,3,2,3,1,1,1,3,3,0,1,3,50,RM,Reg,Inside,OldTown,Norm,Gable,Stucco,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
902134060,42.0,7614,1905,1950,738.0,0,1376,0.0,0.0,1,0,2,1,0,1.0,0,96900,153841.5741374691,329,3,5,3,3,2,2,1,1,4,3,0,1,3,70,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,BrkTil,Y,Detchd,WD ,Normal,1,1,0,1,0,1,0,0,0,0
902204060,50.0,6000,1955,1955,960.0,0,960,1.0,0.0,1,0,3,1,0,2.0,0,135500,215124.1826174104,0,5,7,3,3,3,3,6,1,3,3,0,1,3,190,RM,Reg,Inside,OldTown,Norm,Hip,Wd Sdng,CBlock,Y,Detchd,WD ,Normal,0,1,1,1,0,1,1,0,0,0
902204120,50.0,6000,1924,1950,816.0,0,1566,0.0,0.0,1,1,5,1,0,2.0,24,139000,220680.89582155013,296,5,7,4,3,3,1,1,1,5,4,0,1,3,50,RM,Reg,Inside,OldTown,Norm,Gable,MetalSd,PConc,Y,Detchd,WD ,Normal,0,1,1,1,1,1,1,0,1,0
902206020,52.0,7830,1921,1950,492.0,0,492,1.0,0.0,1,0,1,1,0,1.0,0,61500,97639.38915845564,78,3,5,3,2,3,1,2,1,3,3,0,1,2,30,RM,Reg,Inside,OldTown,Norm,Gable,AsbShng,BrkTil,Y,Detchd,WD ,Normal,0,1,1,1,1,1,0,0,0,0
