Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,FunctioNo aplical,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,SalePrice_Present
2799,907285010,60,RL,90.0,11250,Pave,No aplica,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,TA,TA,PConc,Gd,TA,Mn,ALQ,796.0,Unf,0.0,258.0,1054.0,GasA,Ex,Y,SBrkr,1070,869,0,1939,0.0,1.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,RFn,3.0,555.0,TA,TA,Y,128,84,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,227000,360392.54209706385
2800,907285100,60,RL,90.0,11250,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,Gd,PConc,Gd,Gd,Av,GLQ,685.0,Unf,0.0,245.0,930.0,GasA,Ex,Y,SBrkr,950,1045,0,1995,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2.0,610.0,TA,TA,Y,275,170,0,0,0,0,No aplica,No aplica,No aplica,0,7,2006,WD ,Normal,237000,376268.86553746316
2801,907290020,60,RL,75.0,9750,Pave,No aplica,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,Unf,0.0,133.0,1108.0,GasA,Ex,Y,SBrkr,1108,989,0,2097,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2.0,583.0,TA,TA,Y,253,170,0,0,0,0,No aplica,No aplica,No aplica,0,6,2006,WD ,Normal,274300,435487.5519701525
2802,907290080,20,RL,70.0,9100,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1836.0,1860.0,GasA,Ex,Y,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,484.0,TA,TA,Y,120,33,0,0,0,0,No aplica,No aplica,No aplica,0,10,2006,WD ,Normal,216837,344257.43458458607
2803,907290160,120,RM,37.0,4435,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,Unf,0.0,131.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,No aplica,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,133000,211155.10175731053
2804,907290230,120,RM,37.0,4435,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,155900,247511.88243582493
2805,907290260,60,RL,120.0,15611,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1079.0,1079.0,GasA,Ex,Y,SBrkr,1079,840,0,1919,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0,51,0,0,0,0,No aplica,No aplica,No aplica,0,7,2006,New,Partial,233230,370283.4916004326
2806,907401050,20,RL,70.0,8810,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,390.0,1390.0,GasA,Ex,Y,SBrkr,1390,0,0,1390,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No aplica,Attchd,2003.0,RFn,2.0,545.0,TA,TA,Y,0,68,0,0,0,0,No aplica,No aplica,No aplica,0,3,2006,WD ,Normal,207000,328639.8952162653
2807,907401080,60,RL,41.0,12393,Pave,No aplica,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,1948,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,0,0,0,No aplica,No aplica,No aplica,0,9,2006,WD ,Normal,195000,309588.30708778615
2808,907405030,20,RL,70.0,9135,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,1700,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No aplica,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,192,23,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,200000,317526.4688079858
2809,907410040,60,RL,74.0,8581,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,Gd,Mn,Unf,0.0,Unf,0.0,851.0,851.0,GasA,Ex,Y,SBrkr,851,886,0,1737,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No aplica,Attchd,2006.0,RFn,2.0,578.0,TA,TA,Y,0,105,0,0,0,0,No aplica,No aplica,No aplica,0,8,2006,New,Partial,203160,322543.38701515197
2810,907410100,60,RL,70.0,8400,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,784,827,0,1611,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,2005.0,RFn,2.0,572.0,TA,TA,Y,144,36,0,0,0,0,No aplica,No aplica,No aplica,0,3,2006,WD ,Normal,195800,310858.41296301805
2811,907410110,20,RL,84.0,10084,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,Y,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,Gd,7,Typ,0,No aplica,Attchd,2005.0,RFn,3.0,782.0,TA,TA,Y,144,20,0,0,0,0,No aplica,No aplica,No aplica,0,7,2006,New,Partial,212900,338006.92604610085
2812,907412010,60,RL,89.0,11645,Pave,No aplica,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860.0,860.0,GasA,Ex,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No aplica,Attchd,2004.0,RFn,2.0,565.0,TA,TA,Y,0,70,0,0,0,0,No aplica,No aplica,No aplica,0,8,2006,WD ,Normal,196500,311969.75560384605
2813,907414040,20,RL,65.0,8772,Pave,No aplica,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,996.0,Unf,0.0,340.0,1336.0,GasA,Ex,Y,SBrkr,1336,0,0,1336,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No aplica,Attchd,2005.0,Unf,2.0,502.0,TA,TA,Y,136,43,0,0,0,0,No aplica,No aplica,No aplica,0,9,2006,New,Partial,198000,314351.20411990595
2814,907418020,60,RL,68.0,8846,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,750.0,750.0,GasA,Ex,Y,SBrkr,750,750,0,1500,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No aplica,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,0,35,0,0,0,0,No aplica,No aplica,No aplica,0,8,2006,New,Partial,173900,276089.26462854363
2815,907420070,60,RL,65.0,8461,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,0,24,0,0,0,0,No aplica,No aplica,No aplica,0,7,2006,New,Partial,163990,260355.82809910795
2816,907420090,20,RL,65.0,8767,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,7,2006,New,Partial,164990,261943.46044314787
2817,908102020,70,RL,67.0,8777,Pave,No aplica,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2Story,4,6,1910,2000,Gable,CompShg,Plywood,Plywood,No aplica,0.0,TA,Gd,CBlock,Gd,TA,No,Rec,173.0,BLQ,337.0,166.0,676.0,GasA,Gd,Y,SBrkr,760,676,0,1436,1.0,0.0,2,0,3,1,TA,6,Min1,0,No aplica,Attchd,1950.0,Unf,2.0,528.0,TA,TA,Y,147,0,0,0,0,0,No aplica,No aplica,Shed,420,10,2006,WD ,Normal,98000,155587.96971591303
2818,908102320,20,RL,134.0,17755,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466,0,0,1466,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,0,140,0,0,100,0,No aplica,No aplica,No aplica,0,11,2006,WD ,Normal,149900,237986.08837158536
2819,908102330,20,RL,67.0,8877,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,No aplica,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,TA,Y,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,TA,6,Typ,0,No aplica,Detchd,1951.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,COD,Normal,102000,161938.49909207274
2820,908103310,90,RL,38.0,7840,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,355.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,976.0,Unf,0.0,0.0,976.0,GasA,TA,Y,SBrkr,1012,0,0,1012,0.0,2.0,2,0,4,0,TA,4,Typ,0,No aplica,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,10,2006,WD ,AdjLand,127500,202423.12386509095
2821,908103320,90,RL,35.0,9400,Pave,No aplica,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,2.0,2,0,4,0,TA,4,Typ,0,No aplica,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,10,2006,WD ,AdjLand,127500,202423.12386509095
2822,908127050,20,RL,73.0,16133,Pave,No aplica,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1969,1969,Gable,CompShg,HdBoard,Plywood,No aplica,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,847.0,Unf,0.0,329.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Attchd,1969.0,Unf,1.0,360.0,TA,TA,Y,0,92,0,0,112,0,No aplica,No aplica,No aplica,0,12,2006,WD ,Abnorml,119900,190357.11805038748
2823,908128100,60,RL,62.0,7162,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Hip,CompShg,HdBoard,Stucco,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,806,918,0,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,616.0,TA,TA,Y,168,57,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,196500,311969.75560384605
2824,908130020,20,RL,75.0,8050,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,TA,TA,PConc,Gd,TA,Av,GLQ,475.0,ALQ,297.0,142.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,Gd,4,Typ,0,No aplica,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,N,32,0,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,117250,186149.89233868168
2825,908178050,60,RL,90.0,11060,Pave,No aplica,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2005,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1150.0,1150.0,GasA,Ex,Y,SBrkr,1164,1150,0,2314,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Ex,BuiltIn,2003.0,Fin,2.0,502.0,TA,TA,Y,0,274,0,0,0,0,No aplica,No aplica,No aplica,0,2,2006,ConLD,Normal,229000,363567.80678514374
2826,908186060,180,RM,35.0,3675,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,145000,230206.6898857897
2827,908186070,180,RM,35.0,3675,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,2,0,2,1,TA,5,Typ,0,No aplica,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,No aplica,No aplica,No aplica,0,6,2006,New,Partial,140000,222268.52816559005
2828,908186090,180,RM,35.0,3675,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,No aplica,No aplica,No aplica,0,10,2006,New,Partial,142500,226237.60902568986
2829,908188110,160,RM,24.0,2522,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No aplica,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,134000,212742.73410135048
2830,908188120,160,RM,24.0,2522,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No aplica,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,Normal,130000,206392.20472519076
2831,908188130,160,RM,24.0,2522,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No aplica,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,130000,206392.20472519076
2832,908188140,160,RM,24.0,2522,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No aplica,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,137500,218299.44730549023
2833,908188150,160,RM,32.0,3363,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No aplica,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,130000,206392.20472519076
2834,908225180,50,RL,56.0,6956,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,No aplica,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,624,312,0,936,0.0,0.0,1,0,3,1,TA,5,Typ,0,No aplica,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,97900,155429.20648150903
2835,908227010,50,RL,72.0,7822,Pave,No aplica,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,3,1915,1950,Gable,CompShg,AsbShng,AsbShng,No aplica,0.0,TA,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseF,846,492,0,1338,0.0,0.0,2,0,3,1,TA,7,Typ,0,No aplica,Detchd,1974.0,Unf,2.0,528.0,TA,TA,N,0,0,208,0,0,0,No aplica,GdPrv,No aplica,0,5,2006,WD ,AdjLand,92000,146062.17565167346
2836,908227030,50,RL,62.0,8707,Pave,No aplica,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No aplica,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1093.0,1093.0,GasA,TA,N,FuseF,1093,576,0,1669,0.0,0.0,1,1,4,1,TA,9,Min2,0,No aplica,Attchd,1924.0,Unf,1.0,288.0,Fa,TA,Y,0,0,56,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,AdjLand,107000,169876.6608122724
2837,908227040,50,RL,58.0,8410,Pave,No aplica,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,No aplica,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0.0,658.0,658.0,GasA,TA,Y,SBrkr,658,526,0,1184,0.0,0.0,1,0,5,1,TA,8,Typ,0,No aplica,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,N,0,151,0,0,0,0,No aplica,No aplica,No aplica,0,5,2006,WD ,AdjLand,81000,128598.21986723425
2838,908228040,50,RL,60.0,9738,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,No aplica,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0.0,392.0,784.0,GasA,Gd,Y,SBrkr,949,272,0,1221,1.0,0.0,1,0,4,1,TA,7,Typ,0,No aplica,Attchd,1965.0,Unf,1.0,392.0,TA,TA,Y,0,0,236,0,0,0,No aplica,No aplica,No aplica,0,3,2006,WD ,Normal,104900,166542.63288978854
2839,908275220,20,RL,60.0,8172,Pave,No aplica,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,No aplica,0.0,TA,TA,CBlock,TA,TA,No,Rec,167.0,Unf,0.0,697.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,No aplica,Detchd,1957.0,Unf,2.0,572.0,TA,TA,N,0,0,0,0,0,0,No aplica,No aplica,No aplica,0,4,2006,WD ,Normal,115000,182577.71956459183
2840,908275290,20,RL,60.0,16012,Pave,No aplica,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,4,1954,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,Rec,691.0,Unf,0.0,263.0,954.0,GasA,Ex,Y,SBrkr,1482,0,0,1482,0.0,1.0,2,0,3,1,TA,6,Min1,1,Gd,2Types,1956.0,Unf,2.0,609.0,TA,TA,Y,0,30,0,0,0,0,No aplica,MnPrv,No aplica,0,10,2006,WD ,Abnorml,125000,198454.0430049911
2841,909101050,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,No aplica,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,Fa,7,Typ,0,No aplica,Detchd,1955.0,Unf,1.0,280.0,TA,TA,P,207,0,96,0,0,0,No aplica,No aplica,No aplica,0,7,2006,WD ,Normal,116000,184165.35190863177
2842,909101080,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,4,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No aplica,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,TA,N,SBrkr,964,0,450,1414,0.0,0.0,1,0,3,1,TA,8,Typ,1,Gd,No aplica,0.0,No aplica,0.0,0.0,No aplica,No aplica,N,0,0,112,0,0,0,No aplica,No aplica,No aplica,0,9,2006,COD,Abnorml,83000,131773.4845553141
